address,latitude,longitude
"Osage Beach Supercharger, 929 Hwy D, Osage Beach, MO 65065-3169
",38.161642,-92.60676
"Rolla Supercharger, 1705 Martin Springs Drive, Rolla, MO 65401
",37.9400315,-91.8016435
"Springfield, MO Supercharger, 3050 N. Kentwood Ave., Springfield, MO 65803-4414
",37.2521094,-93.2652146
"St. Charles Supercharger, 2021 Zumbehl Road, St. Charles, MO 63303
",38.7821175,-90.5328302
"Big Timber, MT Supercharger, 228 Big Timber Loop Rd, Big Timber, MT 59011
",45.8361527,-109.9432712
"Billings, MT Supercharger, 1801 Majestic Ln, Billings, MT 59102
",45.734061,-108.604939
"Bozeman, MT Supercharger, 2023 Commerce Way, Bozeman, MT 59715
",45.7000783,-111.0632817
"Butte Supercharger, 2900 Harrison Ave., Butte, MT 59701
",45.9812236,-112.5070623
"Lima, MT Supercharger, 108 Bailey Street, Lima, MT 59739
",44.6324017,-112.591814
"Missoula Supercharger, 5280 Grant Creek Rd, Missoula, MT 59808
",46.9143839,-114.0319568
"Superior Supercharger, 205 4th Ave. East, Superior, MT 59872
",47.1921337,-114.8887046
"West Yellowstone Supercharger, , West Yellowstone, MT 59758
",44.656336,-111.099136
"Gothenburg Supercharger, 318 Platte River Road, Gothenburg, NE 69138-2610
",40.9173756,-100.1705363
"Grand Island Supercharger, 3335 West Wood River Road, Grand Island, NE 68803-9117
",40.829971,-98.379825
"Lincoln, NE Supercharger, 5020 N 27th Street, Lincoln, NE 68521-1196
",40.860876,-96.679665
"Ogallala Supercharger, 501 Stagecoach Trail, Ogallala, NE 69153-3118
",41.1159819,-101.7093734
"Sidney Supercharger, 645 Cabela Drive, Sidney, NE 69162-3047
",41.115364,-102.949629
"Beatty, NV Supercharger, 900 Hwy 95 N, Beatty, NV 89003
",36.9137178,-116.7543855
"Elko Supercharger, 2755 Mountain City Highway, Elko, NV 89801
",40.8383539,-115.7945076
"Gardnerville Supercharger, 1979 US 395, Gardnerville, NV 89410
",38.6949013,-119.5480737
"Hawthorne Supercharger, 705 Hwy 362 Hawthorne, Hawthorne, NV 89415
",38.5337637,-118.6225802
"Las Vegas Blvd South Supercharger, 6509 S Las Vegas Blvd, Las Vegas, NV 89119-3240
",36.070731,-115.172893
"Las Vegas, NV Supercharger, 701 Bridger Ave, Las Vegas, NV 89101
",36.1659335,-115.1386868
"Lovelock Supercharger, 150 Main St., Lovelock, NV 89419
",40.1794715,-118.4721493
"Primm Supercharger, 31900 Las Vegas Blvd S, Primm, NV 89019
",35.6106337,-115.387942
"Reno Supercharger, 3800 S Virginia St., Reno, NV 89502
",39.48967,-119.7944163
"Stateline Supercharger, 50 US-50, Stateline, NV 89449
",38.9634249,-119.9404863
"Tonopah Supercharger, 171 Main St., Tonopah, NV 89049
",38.0697287,-117.2321757
"West Wendover Supercharger, 810 W Wendover Blvd., West Wendover, NV 89883
",40.7383713,-114.0589646
"Winnemucca Supercharger, 1985 W Winnemucca Blvd., Winnemucca, NV 89446
",40.9582889,-117.747457
"Hooksett (Northbound) Supercharger, Northbound I-93, Hooksett, NH 3106
",43.1090377,-71.477985
"Hooksett (Southbound) Supercharger, Southbound I-93, Hooksett, NH 3106
",43.1090377,-71.477985
"Lincoln Supercharger, 22 South Mountain, Lincoln, NH 3251
",44.0426845,-71.6675667
"Seabrook Supercharger, 700 Lafayette Road, Seabrook, NH 3874
",42.8952395,-70.8693214
"West Lebanon Supercharger, 285 N. Plainfield Road, West Lebanon, NH 3784
",43.6235273,-72.3257336
"Burlington, NJ Supercharger, 2060 US-130, Burlington, New Jersey 08016-0000
",40.101754,-74.793277
"Cranbury Supercharger, Mile Marker 71.7 New Jersey Turnpike, Cranbury, NJ 8512
",40.3223922,-74.4867958
"East Brunswick Supercharger, Mile Marker 78 New Jersey Turnpike North, East Brunswick, NJ 8816
",40.415898,-74.444711
"Edison, NJ Supercharger, 55 Parsonage Rd., Edison, NJ 8837
",40.5445771,-74.334005
"Egg Harbor Township Supercharger, 3121 Fire Road, Egg Harbor Township, NJ 8234
",39.3935758,-74.5624951
"Hamilton Township Supercharger, 425 Market Place Blvd, Hamilton, NJ 8691
",40.1953629,-74.6408666
"Paramus-Route 17, 530 Route 17 N, Paramus, NJ 07652
",40.957558,-74.0738599
"Tinton Falls Supercharger, 1 Premium Outlets Blvd, Tinton Falls, NJ 7753
",40.2263308,-74.0935212
"Albuquerque Supercharger, 2600 Menaul Blvd NE, Albuquerque, NM 87107
",35.1085337,-106.6128007
"Deming, NM Supercharger, 1695  US-180, Deming,  88030
",32.2812775,-107.7602212
"Farmington, NM Supercharger, 4200 Sierra Vista Drive, Farmington, NM 87402
",36.7663152,-108.1442322
"Gallup, NM Supercharger, 111 Twin Buttes Rd, Gallup, NM 87301
",35.5052093,-108.8289232
"Las Vegas, NM Supercharger, 2500 N. Grand Ave., Las Vegas, NM 87701
",35.6220194,-105.2054098
"Santa Fe Supercharger, 8380 Cerrillos Rd, Santa Fe, NM 87507-4415
",35.6118132,-106.0314473
"Santa Rosa Supercharger, 2516 Historic Route 66, Santa Rosa, NM 88435
",34.9469585,-104.648052
"Truth or Consequences Supercharger, 2201 F.G. Amin Street, Truth or Consequences, NM 87901
",33.155207,-107.2516455
"Tucumcari Supercharger, 2624 S Adams St., Tucumcari, NM 88401
",35.1539968,-103.7226463
"Albany, NY Supercharger, 131 Colonie Center, Albany, NY 12205
",42.7103294,-73.8190534
"Binghamton Supercharger, 1062 Front Street, Binghamton, NY 13905
",42.1455586,-75.901848
"Brooklyn, NY - N. 12th Street Supercharger, 113 N. 12th Street, Brooklyn, NY 11249
",40.7220823,-73.9571067
"Buffalo Supercharger, 4455 Transit Road, Buffalo, NY 14221
",42.9686616,-78.6955216
"Clinton Corners, NY Supercharger, 2300 Salt Point Turnpike, Clinton Corners,  12514-2025
",41.8254085,-73.770406
"Erwin Supercharger, 125 Victory Hwy, Erwin, NY 14870
",42.170993,-77.107701
"Guilderland Supercharger, 1 Crossgates Mall Road, Guilderland, NY 12203
",42.6887346,-73.8488901
"JFK - Queens, NY Supercharger, 150th Ave and 147th St, Queens, NY 11430
",40.6618426,-73.7928163
"Kingston Supercharger, 640 Washington Ave., Kingston, NY 12401
",41.9420462,-74.0273473
"Long Island-Syosset, 7 Aerial Way, Syosset, NY 11791
",40.8002455,-73.5153761
"Newburgh Supercharger, 1217 NY-300, Newburgh, NY 12550
",41.499575,-74.0713571
"Plattsburgh Supercharger, 60 Smithfield Blvd, Plattsburgh, NY 12901
",44.7045291,-73.4915802
"Queensbury Supercharger, 578 Aviation Road, Queensbury, NY 12804
",43.3281157,-73.6801264
"Southampton Supercharger, 850 County Road 39, Southampton, NY 11968
",40.8919416,-72.4269732
"Syracuse Supercharger, 441 Electronics Parkway, Liverpool, NY 13088
",43.102356,-76.1874912
"Tarrytown Supercharger, 600 White Plains Road, Tarrytown, NY 10591-5104
",41.0612753,-73.8373922
"Utica Supercharger, 50 Auert Ave., Utica, NY 13501
",43.113909,-75.2068247
"Victor Supercharger, 7979 Pittsford Victor Rd, Victor, NY 14564
",43.0286293,-77.4403256
"Waterloo Supercharger, 1133  Route 414, Waterloo, NY 13165
",42.9692527,-76.8460056
"Watertown Supercharger, 21182 Salmon Run Mall Loop W, Watertown, NY 13601
",43.979585,-75.9541569
"Asheville Supercharger, 800 Brevard Road, Asheville, NC 28806
",35.5313769,-82.6044956
"Burlington, NC Supercharger, 1080 Piper Ln, Burlington, NC 27215
",36.0708383,-79.5112418
"Charlotte Supercharger, 2720 W Mallard Creek Church Rd, Charlotte, NC 28262
",35.3412345,-80.7660375
"Fayetteville, NC Supercharger, 1965 Cedar Creek Road, Fayetteville, NC 28312
",35.0093466,-78.8223546
"Greensboro, NC Supercharger, 5421 Hornaday Road, Greensboro, NC 27407-2747
",36.059448,-79.908295
"Lumberton Supercharger, 5093 Fayetteville Rd., Lumberton, NC 28358
",34.6676128,-79.0022996
"Plymouth, NC Supercharger, 840 U.S. 64, Plymouth, NC 27962
",35.850645,-76.7561856
"Raleigh, NC Supercharger, Lassiter at North Hills Ave, Raleigh, NC 27609-5780
",35.835591,-78.642989
"Rocky Mount, NC Supercharger, 651 N. Winstead Avenue, Rocky Mount, NC 27804
",35.9733671,-77.8474349
"Wilmington Supercharger, 6835 Conservation Way, Wilmington, NC 28405-4191
",34.2414332,-77.8292436
"Cambridge, OH Supercharger, 2101 Southgate Parkway, Cambridge, OH 43725-3080
",40.0035546,-81.5750442
"Cincinnati, 9111 Blue Ash Road, Cincinnati, OH 45242
",39.2244613,-84.3838713
"Dayton, OH Supercharger, 9200 N Main Street, Dayton, OH 45415
",39.8584981,-84.2767599
"Grove City Supercharger, 2221 Stringtown Rd, Grove City, OH 43123
",39.8771507,-83.0634261
"Lima Supercharger, 1933 Roschman Ave., Lima, OH 45804
",40.7266786,-84.071909
"Macedonia, OH Supercharger, 8210 Macedonia Commons Blvd., Macedonia, OH 44056
",41.3137056,-81.5171086
"Maumee, OH Supercharger, 1391 Conant Street, Maumee, OH 43537
",41.5784031,-83.6647108
"Mt. Gilead Supercharger, 6200 State Route 95, Mt. Gilead, OH 43338-9548
",40.49379,-82.712827
"Toledo, OH Supercharger, 1500 E. Alexis Road, Toledo, OH 43612-3952
",41.7215472,-83.5092247
"Ardmore Supercharger, 322 Holiday Drive, Ardmore, OK 73401
",34.1791964,-97.1656429
"Catoosa Supercharger, 777 W. Cherokee St., Catoosa, OK 74015
",36.1676087,-95.7659662
"Oklahoma City Supercharger, 7624 West Reno Ave #380, Oklahoma City, OK 73127
",35.4616495,-97.6514487
"Perry Supercharger, 2812 Fir Street, Perry, OK 73077
",36.2889816,-97.3251718
"Weatherford Supercharger, 1301 N Airport Rd, Weatherford, OK 73096
",35.538453,-98.6597125
"Baker City Supercharger, 1 Sunridge Lane, Baker City, OR 97814
",44.7829944,-117.8124067
"Bandon Supercharger, 120 Michigan Ave. NE, Bandon, OR 97411
",43.121866,-124.3989539
"Bend Supercharger, 61535 S Highway 97, Bend, OR 97702
",44.03498,-121.3096462
"Detroit, OR Supercharger, 210 D Street, Detroit, OR 97342
",44.7370422,-122.1519933
"Grants Pass Supercharger, 1900 NW 6th St., Grants Pass, OR 97526
",42.4607571,-123.3232397
"Klamath Falls Supercharger, 2655 Shasta Way, Klamath Falls, OR 97603-4455
",42.2168951,-121.7564083
"Lincoln City Supercharger, 1500 SE East Devils Lake Rd., Lincoln City, OR 97367
",44.9577584,-124.010941
"Pendleton Supercharger, 46510 Wildhorse Blvd., Pendleton, OR 97801
",45.6465529,-118.6821347
"Sandy Supercharger, 16625 SE 362nd Dr., Sandy, OR 97055
",45.4028487,-122.2933586
"Seaside, OR Supercharger, 1111 N Roosevelt Dr, Seaside, OR 97138
",46.0010156,-123.9168257
"Springfield, OR Supercharger, 919 Kruse Way, Springfield, OR 97477
",44.0825865,-123.0374844
"The Dalles, OR Supercharger, 2114 West 6th Street, The Dalles, OR 97058
",45.6119667,-121.2083335
"Woodburn Supercharger, 255 N Arney Rd, Woodburn, OR 97071
",45.1530976,-122.8812868
"Allentown Supercharger, 4680 Broadway, Allentown, PA 18104
",40.58814,-75.5600883
"Bellefonte, PA Supercharger, 170 Buckaroo Ln, Bellefonte, PA 16823-9119
",40.912932,-77.737792
"Bloomsburg Supercharger, 11 Ricky Ave., Bloomsburg, PA 17815
",41.0161977,-76.492514
"Breezewood Supercharger, 16417 Lincoln Highway, Breezewood, PA 15533
",39.9999263,-78.239114
"Carlisle, PA Supercharger, 1720 Harrisburg Pike, Carlisle, PA 17015
",40.23335,-77.1194245
"Cranberry Township, PA Supercharger, 1308 Freedom Rd, Cranberry Township, PA 16066
",40.6838251,-80.1083864
"Erie Supercharger, 2225 Down Drive, Erie, PA 16509
",42.0499838,-80.0852803
"Falls Creek Supercharger, 1867 Rich Highway, Falls Creek,  15840-9515
",41.1408467,-78.7849763
"Franklin Park, PA Supercharger, 2615 Nicholson Road & Wexford Bayne Road, Franklin Park, PA 15143-8504
",40.613216,-80.100064
"Harrisburg Supercharger, 3819 Union Deposit Rd, Harrisburg, PA 17109
",40.2771131,-76.8232563
"Hermitage Supercharger, 2381 S. Hermitage Road, Hermitage, PA 16148
",41.2014126,-80.4557629
"Moosic Supercharger, 1035 Shoppes Blvd, Moosic, PA 18507-2140
",41.3626616,-75.6775772
"North Huntingdon, PA Supercharger, 7821 U.S. 30, North Huntingdon, PA 15642-0000
",40.314129,-79.671362
"Somerset, PA Supercharger, 1030 North Center Avenue, Somerset, PA 15501
",40.0175046,-79.0770474
"Tannersville Supercharger, 1000 Premium Outlets Dr, Tannersville, PA 18372
",41.045615,-75.3119729
"East Greenwich, RI Supercharger, 1000 Division St, East Greenwich, RI 2818
",41.660683,-71.4972155
"Columbia, SC Supercharger, 8910 Farrow Road, Columbia, SC 29203-9729
",34.106319,-80.950723
"Florence, SC Supercharger, 2701 David H McLeod Blvd, Florence, SC 29501-4043
",34.1901893,-79.8327048
"Greenville Supercharger, 108 Carolina Point, Greenville, SC 29605
",34.8259138,-82.3069919
"Myrtle Beach Supercharger, 2000 Coastal Grand Circle, Myrtle Beach, SC 29577-9798
",33.7043844,-78.9251774
"Santee, SC Supercharger, 114 Bradford Blvd, Santee, SC 29142
",33.4858684,-80.4757671
"Mitchell, SD Supercharger, 1305 W. Havens Street, Mitchell, SD 57301
",43.7011046,-98.0445004
"Murdo, SD Supercharger, 302 W 5th St., Murdo, SD 57559
",43.8869395,-100.7168989
"Oacoma, SD Supercharger, 1000 E Dakota Highway 16, Chamberlain, SD 57365-0000
",43.803197,-99.383371
"Rapid City, SD Supercharger, 2200 N. Maple Ave, Rapid City, SD 57701
",44.1055815,-103.2124486
"Sioux Falls, SD Supercharger, 1900 South Marion Rd, Sioux Falls, SD 57106-3636
",43.5276866,-96.7906096
"Spearfish, SD Supercharger, 3275 Old Belle Rd, Spearfish, SD 57783-6222
",44.520683,-103.890707
"Bristol, TN Supercharger, 416 Pinnacle Parkway, Bristol, TN 
",36.5916756,-82.2612285
"Chattanooga, TN Supercharger, 1001 Airport Road, Chattanooga, TN 37421
",35.0386266,-85.1959445
"Cookeville, TN Supercharger, 377 West Jackson Street, Cookeville, TN 38501-5930
",36.156516,-85.5180936
"Dickson, TN Supercharger, 100 Barzani Blv, Dickson, TN 37055-0000
",36.01849,-87.333013
"Jackson, TN Supercharger, 56 Casey Jones Lane, Jackson, TN 38305-2481
",35.6600167,-88.8563908
"Knoxville Supercharger, 10936 Parkside Dr, Knxoville, TN 37934
",35.9013306,-84.1496494
"Memphis, TN Supercharger, 6073 Park Avenue, Memphis, TN 38119-5322
",35.0978008,-89.8589587
"Nashville-Brentwood, 1641 Westgate Circle, Nashville, TN 37027
",35.969135,-86.804301
"Amarillo Supercharger, 8231 West Amarillo Blvd., Amarillo, TX 79124
",35.1890687,-101.9314765
"Arlington Supercharger, 1200 Ballpark Way, Arlington, TX 76011-5110
",32.7546805,-97.0828163
"Austin, TX Supercharger, 6406 N. Interstate 35 Frontage Road, Austin, TX 78752-0000
",30.329283,-97.706254
"Channelview Supercharger, 16311 East Fwy, Channelview, TX 777530
",29.78459,-95.11007
"Childress Supercharger, 1300 Ave F NW Childress, Texas, Childress, TX 79201
",34.4323127,-100.2186914
"Cisco Supercharger, 16851 IH 20, Cisco, TX 76437
",32.3743144,-99.0072526
"Columbus, TX Supercharger, 2535 Texas 71, Columbus, TX 78934
",29.6901102,-96.5375566
"Corsicana Supercharger, 2035 Interstate 45 Frontage Rd, Corsicana, TX 75109
",32.068619,-96.448289
"Denton Supercharger, 2700 West University Drive, Denton, TX 76201
",33.2313639,-97.1663953
"El Paso Supercharger, 6401 South Desert Boulevard, El Paso, TX 79932-8515
",31.8839207,-106.5835844
"Flatonia Supercharger, 1415 FM 609, Flatonia, TX 78941
",44.2128264,-72.5762553
"Houston-North, 14820 North Fwy, Houston, TX 77090
",29.9807722,-95.4212591
"Huntsville, TX Supercharger, 148 Interstate 45, Huntsville, TX 77340
",30.7161279,-95.5659307
"Italy, TX Supercharger, 1021 Dale Evans Drive, Italy, TX 76651
",32.1949791,-96.8986724
"Junction Supercharger, 2415 N Main Street, Junction, TX 76849-3104
",30.509267,-99.774607
"Kingsville Supercharger, 2400  South US Hwy 77, Kingsville, TX 78363-2844
",27.493805,-97.844381
"Laredo, TX Supercharger, 110 Calle Del Norte Drive, Laredo, TX 78041-9143
",27.555269,-99.494796
"Lindale Supercharger, 17044 I-20, Lindale, TX 75771
",32.4708534,-95.4506787
"McAllen Supercharger, 800 Convention Center Blvd, McAllen,  78501-0018
",26.1985607,-98.2608105
"Midland Supercharger, Loveâ€™s Travel Stop, Midland, TX 79706-3525
",31.947375,-102.142178
"Nacogdoches Supercharger, 2615 NW Stallings Dr, Nacogdoches, TX 75964-2629
",31.6518053,-94.6796564
"Ozona Supercharger, 1307 Ave. A, Ozona, TX 76943
",30.7066842,-101.1961499
"San Marcos, TX Supercharger, 3939 Interstate 35, San Marcos, TX 78666
",29.8276872,-97.9796684
"Shamrock Supercharger, 107 East 12th Street, Shamrock, TX 79079
",35.2268733,-100.2483991
"Sulphur Springs Supercharger, 300 W Tomlinson Street, Sulphur Springs, TX 75482
",33.1371701,-95.6032481
"Sweetwater Supercharger, 300 SE Georgia Ave., Sweetwater, TX 79556
",32.4505905,-100.3925002
"Texarkana Supercharger, 3101 Mall Drive, Texarkana, TX 75503-2434
",33.4600206,-94.0773995
"Three Rivers Supercharger, 2645 S. Hwy 37, Three Rivers, TX 78071
",28.521839,-98.1854092
"Van Horn Supercharger, 1921 Frontage Rd, Van Horn, TX 79855
",31.0344265,-104.8614046
"Victoria Supercharger, 3107 S Laurent St., Victoria, TX 77901
",28.7669583,-96.9790051
"Waco Supercharger, 701 Interstate 35, Bellmead, TX 76705
",31.582313,-97.1092096
"Beaver, UT Supercharger, Littlefield Interchange, Beaver, UT 84713
",38.2489918,-112.6525268
"Blanding, UT Supercharger, 12 N Grayson Parkway, Blanding, UT 84511
",37.6255684,-109.4738655
"Green River, UT Supercharger, 1765 East Main, Green River, UT 84525
",38.9935825,-110.1405143
"Moab, UT Supercharger, 16 South Main Street, Moab, UT 84532
",38.5731262,-109.5523097
"Nephi, UT Supercharger, 2100 S Main Street, Nephi, UT 84648
",39.678101,-111.8409149
"Price Supercharger, 925 Westwood Blvd., Price, UT 84501
",39.6007752,-110.8316993
"Richfield, UT Supercharger, 20 W 1400 N, Richfield, UT 84701
",38.7879295,-112.0853791
"Salt Lake City-S. State Street, 2312 South State Street, South Salt Lake City, UT 84115
",40.7206131,-111.8888156
"St. George Supercharger, 1091 N Bluff St, St. George, UT 84770
",37.1264421,-113.6017668
"Tooele Supercharger, 1568 East Saddleback Blvd., Tooele, UT 84074
",40.684465,-112.269052
"Tremonton Supercharger, 2145 W Main Street, Tremonton, UT 84337
",41.7099451,-112.1985774
"Berlin, VT Supercharger, 213 Paine Turnpike N, Berlin, VT 05602
",44.2128264,-72.5762553
"Brattleboro Supercharger, 499 Canal Street, Brattleboro, VT 5301
",42.8390594,-72.5668822
"South Burlington Supercharger, 222 Dorset Street, South Burlington, VT 05043
",44.4628237,-73.1793189
"Charlottesville, VA Supercharger, 2100 Hydraulic Road, Charlottesville, Virgina 22901-0000
",38.0673201,-78.4930928
"Chester Supercharger, 11701 Jefferson Davis Highway, Chester, VA 23831
",37.3673511,-77.4169673
"Glen Allen, VA Supercharger, 9950 Brook Rd, Glen Allen, VA 23059
",37.6697923,-77.461503
"Lexington Supercharger, 880 N Lee Hwy, Lexington, VA 24450
",37.7970197,-79.4189895
"Mt. Jackson, VA Supercharger, 227 Conicville Rd, Mt. Jackson, VA 22842
",38.7602417,-78.6311195
"Norfolk Supercharger, 5900 E Virginia Beach Blvd, Norfolk, VA 23502
",36.8605204,-76.2073749
"Richmond, VA Supercharger, 4441 S Laburnum Ave, Richmond, VA 23231-0000
",37.529953,-77.353904
"South Hill, VA Supercharger, 1791 North Mecklenburg Avenue, South Hill, VA 23970
",36.7483035,-78.1036949
"Strasburg Supercharger, 119 Hite Lane, Strasburg, VA 22657
",39.0052144,-78.3378302
"Woodbridge Supercharger, 2700 Potomac Mills Circle, Woodbridge, VA 22192
",38.6408382,-77.2963031
"Wytheville Supercharger, 165 Malin Drive, Wytheville, VA 24382
",36.9462562,-81.0548087
"Aberdeen Supercharger, 416 Wishkah Street, Aberdeen, WA 98520-4133
",46.976566,-123.8137672
"Arlington, WA Supercharger, 3438 Stoluckquamish Lane, Arlington, WA 
",48.2124555,-122.1835034
"Burlington, WA Supercharger, 9384 Old Highway 99 North, Burlington, WA 98233
",48.5097097,-122.3386702
"Centralia Supercharger, 1200 Lum Rd, Centralia, WA 98531
",46.7297002,-122.9774621
"Ellensburg Supercharger, 1620 Canyon Rd, Ellensburg, WA 98926
",46.9769151,-120.5416401
"Kennewick Supercharger, 2811 West 10th Ave, Kennewick, WA 99336
",46.1980886,-119.1627964
"Lynnwood, WA Supercharger, 2902 164th Street SW, Lynnwood, WA 98087
",47.847454,-122.2730248
"Monroe, WA Supercharger, 18805 US-2, Monroe, WA 
",47.862761,-121.97672
"Ritzville Supercharger, 105 W Galbreath Way, Ritzville, WA 99169
",47.1162928,-118.3683189
"Sequim Supercharger, 1441 E Washington Street, Sequim, WA 98382-3503
",48.0711465,-123.0741739
"Charleston, WV Supercharger, 2 Kanawha Boulevard E, Charleston, WV 25301
",38.3548619,-81.6430414
"Huntington, WV Supercharger, 432 18th Street West, Huntington, WV 25704-1509
",38.4109686,-82.4871623
"Morgantown Supercharger, 21 Asturias Lane, Morgantown, WV 26508-1324
",39.5791267,-79.9534639
"Weston, WV Supercharger, 39 Berlin Road, Weston, WV 26452-8367
",39.019343,-80.417011
"Martinsburg, WV Supercharger, 1465  Edwin Miller Blvd, Martinsburg, WV 25401
",39.4855275,-77.9570471
"Triadelphia, WV Supercharger, 35 Bob Wise Drive, Triadelphia, WV 26059
",40.060798,-80.602746
"Eau Claire, WI Supercharger, 4601 Keystone Crossing, Eau Claire, WI 54701
",44.7708901,-91.4370932
"Howard, WI Supercharger, 2015 Shawano Avenue, Howard, Wisconsin 54303-2606
",44.536283,-88.077717
"La Crosse Supercharger, 2845 Midwest Dr, Onalaska, WI 54650
",43.8790163,-91.1890683
"Madison, WI - E. Washington Ave. Supercharger, 3801 E. Washington Ave, Madison, WI 53704
",43.117795,-89.318323
"Madison, WI Supercharger, 89 East Towne Mall, Madison, WI 53704
",43.1266446,-89.3069064
"Mauston, WI Supercharger, 640 McEvoy St, Mauston, WI 53948
",43.7954612,-90.0593456
"Oak Creek, WI Supercharger, 171 West Town Square Way, Oak Creek, WI 53154-6801
",42.899992,-87.913798
"Oshkosh, WI Supercharger, 2415 Westowne Avenue, Oshkosh, WI 54904-7776
",44.0288082,-88.5925455
"Pleasant Prairie, WI Supercharger, 11211 120th Ave, Pleasant Prairie, WI 53158
",42.5187187,-87.9504623
"Sheboygan Supercharger, 595 S Taylor Drive, Sheboygan, WI 53081
",43.7499963,-87.7471727
"Wausau, WI - North Mountain Rd Supercharger, 2101 North Mountain Rd, Wausau, WI 54401-8117
",44.931204,-89.6624
"Cheyenne, WY Supercharger, 1400 Dell Range Blvd., Cheyenne, WY 82009
",41.161059,-104.8049729
"Evanston Supercharger, 101 Wasatch Rd, Evanston, WY 82930-3094
",41.2631803,-110.985328
"Gillette Supercharger, 211 Decker Court, Gillette, WY 82716
",44.29299,-105.5263434
"Jackson Supercharger, 1155 US-89, Jackson, WY 83001
",43.4638306,-110.7948419
"Laramie, WY Supercharger, 1673 Centennial Drive, Laramie, WY 82070-8417
",41.3252096,-105.6180988
"Lusk, WY Supercharger, 730 S Main St, Lusk, WY 82225
",42.7562336,-104.4526675
"Rawlins Supercharger, 2370 E Cedar St., Rawlins, NY 82301-6026
",41.790946,-107.21028
"Rock Springs Supercharger, 2441 Foothill Blvd, Rock Springs,  82901-5659
",41.580839,-109.262171
"Sheridan Supercharger, 612 North Main Street, Sheridan, WY 82801
",44.8045686,-106.956279
